Title,Channel,Video_id,Thumbnail,PublishTime,Labels,Image_Name,Class_Name,Image_Path
New Funny video🤣😂🤣 #comedy #messytalk #attitudestatus #shorts  #trendingshorts #viralshorts,KG VIDEOS,QcG6OAzxusc,https://i.ytimg.com/vi/QcG6OAzxusc/hqdefault.jpg,2023-05-10T11:00:18Z,2,QcG6OAzxusc,Comedy,data/Comedy/QcG6OAzxusc.jpg
Confidence (Stand Up Comedy),Comedy Time,sYozxUMIOrw,https://i.ytimg.com/vi/sYozxUMIOrw/hqdefault.jpg,2012-05-21T17:24:12Z,2,sYozxUMIOrw,Comedy,data/Comedy/sYozxUMIOrw.jpg
Putin laughs at Zelensky Comedy sketch #viral #meme,Memes United,-1JNLi82mRo,https://i.ytimg.com/vi/-1JNLi82mRo/hqdefault.jpg,2022-03-23T21:00:01Z,2,-1JNLi82mRo,Comedy,data/Comedy/-1JNLi82mRo.jpg
Crazy Stop signs in LA 😅 - Ismo #standup #usa,Dvilla 🏡,yPlvlym-jDo,https://i.ytimg.com/vi/yPlvlym-jDo/hqdefault.jpg,2023-05-07T06:22:22Z,2,yPlvlym-jDo,Comedy,data/Comedy/yPlvlym-jDo.jpg
Left of Str8 Show:  The Tim Murray Interview Comedian Sketch Artist,Left of Str8 Show,qpiTGFLY6Cw,https://i.ytimg.com/vi/qpiTGFLY6Cw/hqdefault.jpg,2023-05-10T04:00:18Z,2,qpiTGFLY6Cw,Comedy,data/Comedy/qpiTGFLY6Cw.jpg
wait for end 🤣🤣🤣!!! #youtubeshorts #comedy #funny #shorts,witty world,PsDcpaTDg3g,https://i.ytimg.com/vi/PsDcpaTDg3g/hqdefault.jpg,2023-05-05T02:02:00Z,2,PsDcpaTDg3g,Comedy,data/Comedy/PsDcpaTDg3g.jpg
Our Comedy *Crushes* the Competition,The Late Late Show with James Corden,76zAq_uy5eg,https://i.ytimg.com/vi/76zAq_uy5eg/hqdefault.jpg,2022-03-02T06:14:12Z,2,76zAq_uy5eg,Comedy,data/Comedy/76zAq_uy5eg.jpg
Worst Life Hack😂 #comedy #shorts #comedyshorts #shortsvideo #Lifehack #Batman #Joker #sketch #dc,Comic Jesse Pimpinella,keSFcGaXiIc,https://i.ytimg.com/vi/keSFcGaXiIc/hqdefault.jpg,2023-05-09T22:30:05Z,2,keSFcGaXiIc,Comedy,data/Comedy/keSFcGaXiIc.jpg
Axel Blake is a COMEDY SUPERSTAR in the making! | The Final | BGT 2022,Britain's Got Talent,gaxFNBFaZJE,https://i.ytimg.com/vi/gaxFNBFaZJE/hqdefault.jpg,2022-06-05T20:33:07Z,2,gaxFNBFaZJE,Comedy,data/Comedy/gaxFNBFaZJE.jpg
Bharti Asks Kapil For A Lift | Comedy Circus Ke Ajoobe,SET India,PGvn_EMF50E,https://i.ytimg.com/vi/PGvn_EMF50E/hqdefault.jpg,2018-05-14T12:08:17Z,2,PGvn_EMF50E,Comedy,data/Comedy/PGvn_EMF50E.jpg
Kevin becomes a teenager - BBC comedy,BBC Studios,dLuEY6jN6gY,https://i.ytimg.com/vi/dLuEY6jN6gY/hqdefault.jpg,2008-06-16T15:53:53Z,2,dLuEY6jN6gY,Comedy,data/Comedy/dLuEY6jN6gY.jpg
Mel Brooks on his Stand-Up Comedy | The Dick Cavett Show,The Dick Cavett Show,JHPwwRLCQGM,https://i.ytimg.com/vi/JHPwwRLCQGM/hqdefault.jpg,2019-02-13T17:00:04Z,2,JHPwwRLCQGM,Comedy,data/Comedy/JHPwwRLCQGM.jpg
The Best of Gilbert Gottfried 🔥 Comedy Central Roast,Comedy Central,VXo31OBIdUw,https://i.ytimg.com/vi/VXo31OBIdUw/hqdefault.jpg,2022-03-15T16:00:22Z,2,VXo31OBIdUw,Comedy,data/Comedy/VXo31OBIdUw.jpg
Dave Allen from childhood to one of the UK and Ireland&#39;s comedy greats,Ovid,Zn9e-EqE7mI,https://i.ytimg.com/vi/Zn9e-EqE7mI/hqdefault.jpg,2018-04-03T04:12:17Z,2,Zn9e-EqE7mI,Comedy,data/Comedy/Zn9e-EqE7mI.jpg
Worst Life Hack?😂 #comedy #shorts #comedyshorts #shortsvideo #Lifehack #Sketch #fail #cleaning #nsfw,Comic Jesse Pimpinella,Sa33jguKj6o,https://i.ytimg.com/vi/Sa33jguKj6o/hqdefault.jpg,2023-05-10T00:00:10Z,2,Sa33jguKj6o,Comedy,data/Comedy/Sa33jguKj6o.jpg
CAN&#39;T TRUST THESE KIDS | Dan Soder,Dan Soder,lOtZrJ7FSBM,https://i.ytimg.com/vi/lOtZrJ7FSBM/hqdefault.jpg,2023-05-03T17:00:21Z,2,lOtZrJ7FSBM,Comedy,data/Comedy/lOtZrJ7FSBM.jpg
Marc Maron: End Times Fun | Official Trailer | Netflix Stand-Up Comedy Special,Netflix,PdgrEGFu44E,https://i.ytimg.com/vi/PdgrEGFu44E/hqdefault.jpg,2020-02-26T16:00:00Z,2,PdgrEGFu44E,Comedy,data/Comedy/PdgrEGFu44E.jpg
The Funniest Kid In School | Key &amp; Peele,Comedy Central UK,XFkAPD1ln3c,https://i.ytimg.com/vi/XFkAPD1ln3c/hqdefault.jpg,2023-05-09T16:00:31Z,2,XFkAPD1ln3c,Comedy,data/Comedy/XFkAPD1ln3c.jpg
&quot;Jokes About Deaf People&quot; - Trevor Noah - (Nation Wild Comedy),Trevor Noah,F_7QXlXpytM,https://i.ytimg.com/vi/F_7QXlXpytM/hqdefault.jpg,2019-09-19T14:00:14Z,2,F_7QXlXpytM,Comedy,data/Comedy/F_7QXlXpytM.jpg
New Crime Idea - Dusty Slay Stand Up Comedy,Dusty Slay,IZKosEmTH0Q,https://i.ytimg.com/vi/IZKosEmTH0Q/hqdefault.jpg,2023-05-07T18:28:00Z,2,IZKosEmTH0Q,Comedy,data/Comedy/IZKosEmTH0Q.jpg
Bill Engvall Comedy: Apparently I Need My Wife For Directions,Bill Engvall,55JVDfGrWOY,https://i.ytimg.com/vi/55JVDfGrWOY/hqdefault.jpg,2016-02-11T17:14:34Z,2,55JVDfGrWOY,Comedy,data/Comedy/55JVDfGrWOY.jpg
I was once a teacher 😅#DalinOliver #StandUpComedy #Comedian #ComedyClips #SAComedy #Comedy,Dalin Oliver,5kQfT5wbmn0,https://i.ytimg.com/vi/5kQfT5wbmn0/hqdefault.jpg,2023-05-09T09:39:40Z,2,5kQfT5wbmn0,Comedy,data/Comedy/5kQfT5wbmn0.jpg
Indian Grandparents | Stand up Comedy by Vaibhav Sethia,VAIBHAV SETHIA,mEceMycvj7k,https://i.ytimg.com/vi/mEceMycvj7k/hqdefault.jpg,2018-08-27T05:30:02Z,2,mEceMycvj7k,Comedy,data/Comedy/mEceMycvj7k.jpg
Fear of Pressure Cookers | Indian stand-up comedy | Kritarth Srinivasan,The Puncher Shop,4mmDsOxC69I,https://i.ytimg.com/vi/4mmDsOxC69I/hqdefault.jpg,2017-03-29T05:13:56Z,2,4mmDsOxC69I,Comedy,data/Comedy/4mmDsOxC69I.jpg
Comedian Cizzle C - Customer Service (Stand-up Comedy),TheCizzleCpodcast,J1TH_vPQmWU,https://i.ytimg.com/vi/J1TH_vPQmWU/hqdefault.jpg,2021-03-30T17:57:42Z,2,J1TH_vPQmWU,Comedy,data/Comedy/J1TH_vPQmWU.jpg
Kellen Erskine on Penguins - Dry Bar Comedy,Dry Bar Comedy,V1imLp-IUzI,https://i.ytimg.com/vi/V1imLp-IUzI/hqdefault.jpg,2017-05-12T22:00:03Z,2,V1imLp-IUzI,Comedy,data/Comedy/V1imLp-IUzI.jpg
Nan Meets An Ugly Baby | The Catherine Tate Show | BBC Comedy Greats,BBC Comedy Greats,Emu9oWc5KyI,https://i.ytimg.com/vi/Emu9oWc5KyI/hqdefault.jpg,2009-09-04T17:29:51Z,2,Emu9oWc5KyI,Comedy,data/Comedy/Emu9oWc5KyI.jpg
“The Shaq Bit”- Ted Alexandro Stand Up Comedy,Ted Alexandro,8TDsjxEYZNE,https://i.ytimg.com/vi/8TDsjxEYZNE/hqdefault.jpg,2020-07-05T02:28:35Z,2,8TDsjxEYZNE,Comedy,data/Comedy/8TDsjxEYZNE.jpg
&quot;FRIENDS Part-1&quot; An Indian Stand-Up Comedy Video Ft. Watan,Watan,WxBOUvuqUiY,https://i.ytimg.com/vi/WxBOUvuqUiY/hqdefault.jpg,2023-05-07T11:30:11Z,2,WxBOUvuqUiY,Comedy,data/Comedy/WxBOUvuqUiY.jpg
Leonard Married Penny To Hurt His Mom | The Big Bang Theory on Comedy Central #comedy #shorts,Comedy Central Africa,uNRrb5PcQk4,https://i.ytimg.com/vi/uNRrb5PcQk4/hqdefault.jpg,2023-05-05T14:00:37Z,2,uNRrb5PcQk4,Comedy,data/Comedy/uNRrb5PcQk4.jpg
The Best of David Holt - Stand-up comedian and plays (showreel),BluetheFortune,P3lJmba4S0U,https://i.ytimg.com/vi/P3lJmba4S0U/hqdefault.jpg,2021-02-12T20:31:58Z,2,P3lJmba4S0U,Comedy,data/Comedy/P3lJmba4S0U.jpg
Jim Gaffigan: Comedy Monster | Official Trailer | Netflix,Netflix,yLUdlC1VmFY,https://i.ytimg.com/vi/yLUdlC1VmFY/hqdefault.jpg,2021-12-15T15:30:00Z,2,yLUdlC1VmFY,Comedy,data/Comedy/yLUdlC1VmFY.jpg
Jim Gaffigan Constantly Annoys His Wife | Jim Gaffigan: Comedy Monster,Netflix Is A Joke,lb1kleZeeac,https://i.ytimg.com/vi/lb1kleZeeac/hqdefault.jpg,2021-12-31T16:00:00Z,2,lb1kleZeeac,Comedy,data/Comedy/lb1kleZeeac.jpg
Sarah Maizes Performing Stand Up The Comedy Store,Sarah Maizes,mcAPH_m4FIQ,https://i.ytimg.com/vi/mcAPH_m4FIQ/hqdefault.jpg,2007-03-08T00:22:08Z,2,mcAPH_m4FIQ,Comedy,data/Comedy/mcAPH_m4FIQ.jpg
Ksenia Prina Stand Up Comedy Gotham Comedy Club NYC (КСЕНИЯ ПРИНА),Ksenia Prina,JaRcxCPgTxY,https://i.ytimg.com/vi/JaRcxCPgTxY/hqdefault.jpg,2013-07-26T01:11:15Z,2,JaRcxCPgTxY,Comedy,data/Comedy/JaRcxCPgTxY.jpg
"Perry returns from Manchester, erm ... just slightly influenced - hilarious comedy video clip - BBC comedy",BBC Studios,ZDKF8KkD7rE,https://i.ytimg.com/vi/ZDKF8KkD7rE/hqdefault.jpg,2008-06-16T17:37:20Z,2,ZDKF8KkD7rE,Comedy,data/Comedy/ZDKF8KkD7rE.jpg
Kiry SHABAZZ | HOW TO raise a daughter | Stand UP Comedy 🤣🤣🤣,Amadi Media,ZHQV_R8r0Oo,https://i.ytimg.com/vi/ZHQV_R8r0Oo/hqdefault.jpg,2023-04-25T18:00:11Z,2,ZHQV_R8r0Oo,Comedy,data/Comedy/ZHQV_R8r0Oo.jpg
Richard Pryor and Wolfman Jack on The Midnight Special 1976 - 59 seconds,The Replay Channel ,O2z7A_SYqnM,https://i.ytimg.com/vi/O2z7A_SYqnM/hqdefault.jpg,2023-04-27T13:38:22Z,2,O2z7A_SYqnM,Comedy,data/Comedy/O2z7A_SYqnM.jpg
Radiologists are not doctors? || Review video of Gurleen Pannu&#39;s comment to radiologists,Dr. Raman Sau,DFGaX6Bq2js,https://i.ytimg.com/vi/DFGaX6Bq2js/hqdefault.jpg,2023-05-05T14:49:00Z,2,DFGaX6Bq2js,Comedy,data/Comedy/DFGaX6Bq2js.jpg
Melissa McCarthy and Ben Falcone&#39;s First Comedy Sketch Went Great,The Late Show with Stephen Colbert,SIRbUA2g0LQ,https://i.ytimg.com/vi/SIRbUA2g0LQ/hqdefault.jpg,2016-04-06T07:35:00Z,2,SIRbUA2g0LQ,Comedy,data/Comedy/SIRbUA2g0LQ.jpg
MASLAY AFTER EID | Comedy Sketch,Faisal Iqbal,Cic2Z5r--64,https://i.ytimg.com/vi/Cic2Z5r--64/hqdefault.jpg,2023-05-01T16:05:57Z,2,Cic2Z5r--64,Comedy,data/Comedy/Cic2Z5r--64.jpg
Cigarette math. // Aus &amp; UK tour on sale!,Reuben Solo,Xp0nPzSxpRE,https://i.ytimg.com/vi/Xp0nPzSxpRE/hqdefault.jpg,2023-05-07T14:00:22Z,2,Xp0nPzSxpRE,Comedy,data/Comedy/Xp0nPzSxpRE.jpg
Goga Pasroori became a plumber by profession and Saleem Albela is Customer,Albela TV,2bpHFNU2inA,https://i.ytimg.com/vi/2bpHFNU2inA/hqdefault.jpg,2023-05-02T12:00:01Z,2,2bpHFNU2inA,Comedy,data/Comedy/2bpHFNU2inA.jpg
Y’all got these dogs confused… #morethancultr #comedy #Standup #dog #cat,Kamal The Secret Genius,jL1m2hB_M6g,https://i.ytimg.com/vi/jL1m2hB_M6g/hqdefault.jpg,2023-04-07T19:28:24Z,2,jL1m2hB_M6g,Comedy,data/Comedy/jL1m2hB_M6g.jpg
Funny Comedy 😜🤣😜 Shorts Video #shortvideo #shorts #short #youtubeshorts #trending,COMEDY ADDA BABU,h7rvECDBaQo,https://i.ytimg.com/vi/h7rvECDBaQo/hqdefault.jpg,2023-05-11T01:15:11Z,2,h7rvECDBaQo,Comedy,data/Comedy/h7rvECDBaQo.jpg
"ZANE on MR. BEAST, DOING STANDUP COMEDY, and MORE! // Hoot &amp; a Half with Matt King",Hoot & a Half,zhVRbsBQ1eU,https://i.ytimg.com/vi/zhVRbsBQ1eU/hqdefault.jpg,2023-05-01T19:00:07Z,2,zhVRbsBQ1eU,Comedy,data/Comedy/zhVRbsBQ1eU.jpg
Stand Up Comedy  ❖ Canvas Laugh Club  ❖ KBC and School Ft. Sujit Pandey,Sujit Pandey,nuroWODcgL4,https://i.ytimg.com/vi/nuroWODcgL4/hqdefault.jpg,2019-08-27T11:33:36Z,2,nuroWODcgL4,Comedy,data/Comedy/nuroWODcgL4.jpg
Part19|ROY WOOD JR&#39;s FULL SET AT WHITEHOUSE CORRESPONDENT DINNER SPEECH#shorts@sixtojrsales,Sixto Sales Vlogs ,9XzYJ64QEeQ,https://i.ytimg.com/vi/9XzYJ64QEeQ/hqdefault.jpg,2023-05-08T10:42:14Z,2,9XzYJ64QEeQ,Comedy,data/Comedy/9XzYJ64QEeQ.jpg
Funniest Steve Harvey WTF Moments 🤣 ☠️ #familyfeud,SnM VybzZ,7xiQZ0n85gw,https://i.ytimg.com/vi/7xiQZ0n85gw/hqdefault.jpg,2023-04-10T20:14:37Z,2,7xiQZ0n85gw,Comedy,data/Comedy/7xiQZ0n85gw.jpg
chris pratt&#39;s best bloopers and improvised lines | parks and recreation | Comedy Bites,Comedy Bites,uggecXgwm6I,https://i.ytimg.com/vi/uggecXgwm6I/hqdefault.jpg,2022-08-11T16:30:13Z,2,uggecXgwm6I,Comedy,data/Comedy/uggecXgwm6I.jpg
Dave Chappelle | Man Rape | Stand-Up Comedy,Laugh Factory,LLWlBgj0uOc,https://i.ytimg.com/vi/LLWlBgj0uOc/hqdefault.jpg,2010-04-14T17:53:34Z,2,LLWlBgj0uOc,Comedy,data/Comedy/LLWlBgj0uOc.jpg
Stand-Up Comedy Is A Lot Like Sex - Trevor Noah,Comedy Central Stand-Up,CgJ_g4vwg6g,https://i.ytimg.com/vi/CgJ_g4vwg6g/hqdefault.jpg,2018-10-04T18:00:01Z,2,CgJ_g4vwg6g,Comedy,data/Comedy/CgJ_g4vwg6g.jpg
chudane ja Rahe he chudne comedy videofunny #funny #comedy #viral #shortsfeed #love #reels#aesthetic,nature poplly click here,oG8dDbPjnf0,https://i.ytimg.com/vi/oG8dDbPjnf0/hqdefault.jpg,2023-05-10T08:24:23Z,2,oG8dDbPjnf0,Comedy,data/Comedy/oG8dDbPjnf0.jpg
Aaron Chen - 2019 Melbourne International Comedy Festival Opening Night Comedy Allstars Supershow,TheMelbComedyFest,dJUN52oQNVg,https://i.ytimg.com/vi/dJUN52oQNVg/hqdefault.jpg,2019-04-07T14:28:10Z,2,dJUN52oQNVg,Comedy,data/Comedy/dJUN52oQNVg.jpg
"Comedy Premium League | Official Trailer | Tanmay Bhat, Prajakta Koli, Samay Raina &amp; Many More!",Netflix India,38Aj1JhOnrM,https://i.ytimg.com/vi/38Aj1JhOnrM/hqdefault.jpg,2021-07-29T05:30:00Z,2,38Aj1JhOnrM,Comedy,data/Comedy/38Aj1JhOnrM.jpg
Ilyes Djadel se prépare pour le catéchisme. 😂🥊,Montreux Comedy,cvIgR_utVas,https://i.ytimg.com/vi/cvIgR_utVas/hqdefault.jpg,2023-05-04T16:30:11Z,2,cvIgR_utVas,Comedy,data/Comedy/cvIgR_utVas.jpg
Greg Morton Stand Up Comedian with Star Wars Characters Vocals | America&#39;s Got Talent 2019 Audition,Breaking Talents Showcase,b2vH72Brre4,https://i.ytimg.com/vi/b2vH72Brre4/hqdefault.jpg,2019-05-29T00:18:07Z,2,b2vH72Brre4,Comedy,data/Comedy/b2vH72Brre4.jpg
Christoph Fritz - Dating in Zeiten der Inflation #standupcomedy #kabarett #inflation #dating,Christoph Fritz,gBqFmF3WDJg,https://i.ytimg.com/vi/gBqFmF3WDJg/hqdefault.jpg,2023-05-03T15:18:01Z,2,gBqFmF3WDJg,Comedy,data/Comedy/gBqFmF3WDJg.jpg
Adaptarse a valencia #standupcomedy #comedian #monologo #comedy #humor #comedyvideo #chaochao,Diego Daño,ieYbKLGTwcg,https://i.ytimg.com/vi/ieYbKLGTwcg/hqdefault.jpg,2023-05-05T20:38:20Z,2,ieYbKLGTwcg,Comedy,data/Comedy/ieYbKLGTwcg.jpg
Nathan Ball | Jokes and Juice | Stand up Comedy,Sophisticated Rebel Media,CKpjK82xrko,https://i.ytimg.com/vi/CKpjK82xrko/hqdefault.jpg,2023-05-10T07:30:09Z,2,CKpjK82xrko,Comedy,data/Comedy/CKpjK82xrko.jpg
Joe Biden welcomes Barack Obama to the Senate in 2004 #Spoof #comedy #sketch #hilariouscomedyvideos,THE JAZZY COMEDY SHOW,UGroK8rrONA,https://i.ytimg.com/vi/UGroK8rrONA/hqdefault.jpg,2023-04-06T20:04:47Z,2,UGroK8rrONA,Comedy,data/Comedy/UGroK8rrONA.jpg
The Best of Greg Giraldo 🔥 Comedy Central Roast,Comedy Central,0_TrrWWkMXU,https://i.ytimg.com/vi/0_TrrWWkMXU/hqdefault.jpg,2022-03-01T17:00:03Z,2,0_TrrWWkMXU,Comedy,data/Comedy/0_TrrWWkMXU.jpg
kutta hi to 🤣😂 Dog hi to #youtubeshorts #shorts #short #comedy,OFFICIAL GUDDU 123,l5qdxUyYIcc,https://i.ytimg.com/vi/l5qdxUyYIcc/hqdefault.jpg,2023-05-08T13:48:18Z,2,l5qdxUyYIcc,Comedy,data/Comedy/l5qdxUyYIcc.jpg
I Like Kinky Sex FULL SET - Maria Menozzie Stand Up | Comedy Time,ChickComedy,VRH19bnD4XY,https://i.ytimg.com/vi/VRH19bnD4XY/hqdefault.jpg,2023-05-09T16:30:05Z,2,VRH19bnD4XY,Comedy,data/Comedy/VRH19bnD4XY.jpg
"“Islam, I think, we have bad P.R.” 🎤: Fahim Anwar #shorts",Comedy Central Stand-Up,lu0GJn8NipA,https://i.ytimg.com/vi/lu0GJn8NipA/hqdefault.jpg,2023-05-09T00:00:30Z,2,lu0GJn8NipA,Comedy,data/Comedy/lu0GJn8NipA.jpg
gianomarcoresi stand up comedy skit. #comedy #standupcomedy standup#tiktok #funny #fyp #fypシ fy,really vivid,dthzGzsGE6Q,https://i.ytimg.com/vi/dthzGzsGE6Q/hqdefault.jpg,2023-05-07T04:10:08Z,2,dthzGzsGE6Q,Comedy,data/Comedy/dthzGzsGE6Q.jpg
Meri Crazy Family | standup comedy by Raghav Thakkar,Raghav Thakkar,ofBf9Xidkhk,https://i.ytimg.com/vi/ofBf9Xidkhk/hqdefault.jpg,2023-05-04T14:48:53Z,2,ofBf9Xidkhk,Comedy,data/Comedy/ofBf9Xidkhk.jpg
Randy - Melbourne International Comedy Festival Gala 2018,TheMelbComedyFest,FWCpDJ78kM4,https://i.ytimg.com/vi/FWCpDJ78kM4/hqdefault.jpg,2018-03-26T14:23:17Z,2,FWCpDJ78kM4,Comedy,data/Comedy/FWCpDJ78kM4.jpg
Episode 3 - Out of Order :  A Barstool Comedy Sketch Show with Lil Sasquatch &amp; John Feitelberg,Barstool Comedy,g3HimNkGmC4,https://i.ytimg.com/vi/g3HimNkGmC4/hqdefault.jpg,2023-05-10T23:00:09Z,2,g3HimNkGmC4,Comedy,data/Comedy/g3HimNkGmC4.jpg
"Vic Reeves &amp; Bob Mortimer / Fast Show (British Comedy Awards, 1997)",ppotter,6TRu0_quK88,https://i.ytimg.com/vi/6TRu0_quK88/hqdefault.jpg,2017-07-10T22:18:45Z,2,6TRu0_quK88,Comedy,data/Comedy/6TRu0_quK88.jpg
#comedia #humor #standup #comedy #comedyvideo #comedian #viral #standupcomedy #monologue #risas,Juan Dávila,pBf8f4bvqv4,https://i.ytimg.com/vi/pBf8f4bvqv4/hqdefault.jpg,2022-09-19T19:07:05Z,2,pBf8f4bvqv4,Comedy,data/Comedy/pBf8f4bvqv4.jpg
Sridevi Drama Company Team Comedy Skit | 1st January 2023 | Sridevi Drama Company | ETV Telugu,etvteluguindia,TLw6mzauoUg,https://i.ytimg.com/vi/TLw6mzauoUg/hqdefault.jpg,2023-01-01T15:30:08Z,2,TLw6mzauoUg,Comedy,data/Comedy/TLw6mzauoUg.jpg
I&#39;m Into Adult Films Esther Ku Stand Up | Comedy Time,ChickComedy,9KO99e3D55I,https://i.ytimg.com/vi/9KO99e3D55I/hqdefault.jpg,2023-05-10T01:02:21Z,2,9KO99e3D55I,Comedy,data/Comedy/9KO99e3D55I.jpg
Wait 2 Years to see the end...! #funny #comedy #reaction #shorts,VR4,SxVbhRMuMG4,https://i.ytimg.com/vi/SxVbhRMuMG4/hqdefault.jpg,2023-05-08T16:44:10Z,2,SxVbhRMuMG4,Comedy,data/Comedy/SxVbhRMuMG4.jpg
Must Watch Desi Boys Special  Short Comedy By TEN FUN TV,TEN FUN TV,0Il3ufsOYSU,https://i.ytimg.com/vi/0Il3ufsOYSU/hqdefault.jpg,2023-05-11T04:49:09Z,2,0Il3ufsOYSU,Comedy,data/Comedy/0Il3ufsOYSU.jpg
Matthew Raymond | Stand Up Comedy | Laugh After Dark LIVE In Las Vegas,Laugh After Dark,K44XTz5rHj0,https://i.ytimg.com/vi/K44XTz5rHj0/hqdefault.jpg,2022-11-14T23:00:09Z,2,K44XTz5rHj0,Comedy,data/Comedy/K44XTz5rHj0.jpg
Comedy video/Funny Frenzy,Funny Frenzy,x5jt3QdFzPE,https://i.ytimg.com/vi/x5jt3QdFzPE/hqdefault.jpg,2023-05-10T09:29:26Z,2,x5jt3QdFzPE,Comedy,data/Comedy/x5jt3QdFzPE.jpg
TRA RAGS (4in1) COMEDY SKITS PT REACTION,Dre & Nae,Pm8OPaU0kg4,https://i.ytimg.com/vi/Pm8OPaU0kg4/hqdefault.jpg,2023-05-08T20:30:03Z,2,Pm8OPaU0kg4,Comedy,data/Comedy/Pm8OPaU0kg4.jpg
"&quot;Harold, I Know It&#39;s Your Answer!&quot;😂🤣 #shorts",Steve Viral Shorts,StubBIq3dHE,https://i.ytimg.com/vi/StubBIq3dHE/hqdefault.jpg,2023-05-08T00:34:18Z,2,StubBIq3dHE,Comedy,data/Comedy/StubBIq3dHE.jpg
"Kamina Behnoie//Ramzi Sughri, Ch Koki, Jatti, &amp; Mai Sabiran,Bhotna, New Funny Video By Rachnavi Tv",Rachnavi Tv,Pg6zQaqf90A,https://i.ytimg.com/vi/Pg6zQaqf90A/hqdefault.jpg,2023-05-05T09:00:24Z,2,Pg6zQaqf90A,Comedy,data/Comedy/Pg6zQaqf90A.jpg
🙏10k likes 👍target #tahalkacomedy #funny😂😂 #comedy #youtubeshorts,Tahalka comedy,SrwQc1VzZVM,https://i.ytimg.com/vi/SrwQc1VzZVM/hqdefault.jpg,2023-05-10T12:12:06Z,2,SrwQc1VzZVM,Comedy,data/Comedy/SrwQc1VzZVM.jpg
Louis C.K. performs first stand-up comedy set since admitting to sexual misconduct,ABC News,aWvS-8qBIzE,https://i.ytimg.com/vi/aWvS-8qBIzE/hqdefault.jpg,2018-08-30T07:25:30Z,2,aWvS-8qBIzE,Comedy,data/Comedy/aWvS-8qBIzE.jpg
The Blackout - BENEFIT LIFE - Kat Nip Comedian - Stand Up Comedy - Funny,The Blackout - Interactive Comedy Show,t7akdp6msuY,https://i.ytimg.com/vi/t7akdp6msuY/hqdefault.jpg,2019-04-02T18:30:00Z,2,t7akdp6msuY,Comedy,data/Comedy/t7akdp6msuY.jpg
Best Friends Chat || New Comedy Video ||shorts|| comedy video||status|| comedy scenes||funny|| laugh,Apolster gaming,bjZ2p6TA4TE,https://i.ytimg.com/vi/bjZ2p6TA4TE/hqdefault.jpg,2023-05-11T08:08:18Z,2,bjZ2p6TA4TE,Comedy,data/Comedy/bjZ2p6TA4TE.jpg
Wait_for_the_twist🥹😆😂@shimonsoni3136_#funny_#shorts_#comedy_#koushalmonga,RAKIBUL,j11wMTasBoA,https://i.ytimg.com/vi/j11wMTasBoA/hqdefault.jpg,2023-05-08T14:51:21Z,2,j11wMTasBoA,Comedy,data/Comedy/j11wMTasBoA.jpg
GF-BF Chat || New Comedy Video || shorts|| comedy video||status|| comedy scenes ||funny || laugh,Apolster gaming,3Z5o8FcpQ7E,https://i.ytimg.com/vi/3Z5o8FcpQ7E/hqdefault.jpg,2023-05-10T06:33:33Z,2,3Z5o8FcpQ7E,Comedy,data/Comedy/3Z5o8FcpQ7E.jpg
"Some of the stuff people pick on Jeff Bezos about, I don’t even get it. #standup #comedy #jeffbezos",Chad and JT Go Deep,7DL7qTss7BE,https://i.ytimg.com/vi/7DL7qTss7BE/hqdefault.jpg,2023-05-09T22:53:02Z,2,7DL7qTss7BE,Comedy,data/Comedy/7DL7qTss7BE.jpg
Reply to @crabbabyblue Tastes like BLUE #serverlife #series #sundaysips #bartending,Marianne Faith,lHZ1CzkHjb4,https://i.ytimg.com/vi/lHZ1CzkHjb4/hqdefault.jpg,2023-05-10T15:37:04Z,2,lHZ1CzkHjb4,Comedy,data/Comedy/lHZ1CzkHjb4.jpg
Stand Up Comedy: Luca Ravenna - The best of - Comedy Central,Comedy Central Italia,TznoLeyH-N8,https://i.ytimg.com/vi/TznoLeyH-N8/hqdefault.jpg,2020-12-11T20:00:12Z,2,TznoLeyH-N8,Comedy,data/Comedy/TznoLeyH-N8.jpg
EUPHORIA SPECIAL. #comedy #viralshorts #funny,ThisSoupRocks,PUqxcpwSJoQ,https://i.ytimg.com/vi/PUqxcpwSJoQ/hqdefault.jpg,2023-05-10T01:03:28Z,2,PUqxcpwSJoQ,Comedy,data/Comedy/PUqxcpwSJoQ.jpg
SPASSZONE - Die besten Comedy Stand Ups,MDR SPASSZONE,K1bzyJ_4ZCo,https://i.ytimg.com/vi/K1bzyJ_4ZCo/hqdefault.jpg,2021-04-01T16:00:17Z,2,K1bzyJ_4ZCo,Comedy,data/Comedy/K1bzyJ_4ZCo.jpg
Sex Again And Again And Again... Jennifer Rawlings Stand Up | Comedy Time,ChickComedy,mX_X37d-FK4,https://i.ytimg.com/vi/mX_X37d-FK4/hqdefault.jpg,2023-05-06T04:16:50Z,2,mX_X37d-FK4,Comedy,data/Comedy/mX_X37d-FK4.jpg
Interview - Stand Up Comedy By Himanshu Bhardwaj #standupcomedy #comedyvideo @Himanshu.bhardwaj8,ADI ALONE,pvsNA676afk,https://i.ytimg.com/vi/pvsNA676afk/hqdefault.jpg,2023-04-08T07:17:49Z,2,pvsNA676afk,Comedy,data/Comedy/pvsNA676afk.jpg
